n,T,num_runs,num_odd,num_even
47359,176,124,62,114
47360,52,29,14,38
47361,101,66,33,68
47362,176,125,62,114
47363,176,124,62,114
47364,189,135,67,122
47365,189,134,67,122
47366,189,135,67,122
47367,176,124,62,114
47368,189,135,67,122
47369,114,76,38,76
47370,189,135,67,122
47371,101,66,33,68
47372,189,135,67,122
47373,189,134,67,122
47374,83,53,26,57
47375,83,52,26,57
47376,39,19,9,30
47377,189,134,67,122
47378,83,53,26,57
47379,83,52,26,57
47380,39,19,9,30
47381,39,18,9,30
47382,75,47,23,52
47383,75,46,23,52
47384,39,19,9,30
47385,75,46,23,52
47386,39,19,9,30
47387,83,52,26,57
47388,75,47,23,52
47389,75,46,23,52
47390,75,47,23,52
47391,176,124,62,114
47392,39,19,9,30
47393,189,134,67,122
47394,101,67,33,68
47395,101,66,33,68
47396,101,67,33,68
47397,101,66,33,68
47398,101,67,33,68
47399,75,46,23,52
47400,39,19,9,30
47401,75,46,23,52
47402,39,19,9,30
47403,101,66,33,68
47404,39,19,9,30
47405,39,18,9,30
47406,39,19,9,30
47407,75,46,23,52
47408,39,19,9,30
47409,189,134,67,122
47410,189,135,67,122
47411,189,134,67,122
47412,39,19,9,30
47413,39,18,9,30
47414,83,53,26,57
47415,83,52,26,57
47416,75,47,23,52
47417,101,66,33,68
47418,75,47,23,52
47419,75,46,23,52
47420,75,47,23,52
47421,75,46,23,52
47422,176,125,62,114
47423,176,124,62,114
47424,52,29,14,38
47425,39,18,9,30
47426,176,125,62,114
47427,176,124,62,114
47428,189,135,67,122
47429,189,134,67,122
47430,189,135,67,122
47431,127,86,43,84
47432,189,135,67,122
47433,189,134,67,122
47434,189,135,67,122
47435,189,134,67,122
47436,189,135,67,122
47437,189,134,67,122
47438,83,53,26,57
47439,83,52,26,57
47440,52,29,14,38
47441,75,46,23,52
47442,75,47,23,52
47443,75,46,23,52
47444,52,29,14,38
47445,52,28,14,38
47446,176,125,62,114
47447,176,124,62,114
47448,39,19,9,30
47449,176,124,62,114
47450,39,19,9,30
47451,176,124,62,114
47452,39,19,9,30
47453,39,18,9,30
47454,114,77,38,76
47455,114,76,38,76
47456,145,101,50,95
47457,176,124,62,114
47458,75,47,23,52
47459,75,46,23,52
47460,75,47,23,52
47461,75,46,23,52
47462,75,47,23,52
47463,176,124,62,114
47464,145,101,50,95
47465,39,18,9,30
47466,145,101,50,95
47467,145,100,50,95
47468,75,47,23,52
47469,75,46,23,52
47470,75,47,23,52
47471,75,46,23,52
47472,145,101,50,95
47473,145,100,50,95
47474,75,47,23,52
47475,75,46,23,52
47476,145,101,50,95
47477,145,100,50,95
47478,75,47,23,52
47479,75,46,23,52
47480,101,67,33,68
47481,176,124,62,114
47482,101,67,33,68
47483,75,46,23,52
47484,101,67,33,68
47485,101,66,33,68
47486,220,159,79,141
47487,220,158,79,141
47488,52,29,14,38
47489,101,66,33,68
47490,101,67,33,68
47491,101,66,33,68
47492,101,67,33,68
47493,101,66,33,68
47494,101,67,33,68
47495,101,66,33,68
47496,145,101,50,95
47497,75,46,23,52
47498,145,101,50,95
47499,75,46,23,52
47500,145,101,50,95
47501,145,100,50,95
47502,220,159,79,141
47503,220,158,79,141
47504,145,101,50,95
47505,101,66,33,68
47506,101,67,33,68
47507,101,66,33,68
47508,145,101,50,95
47509,145,100,50,95
47510,101,67,33,68
47511,101,66,33,68
47512,145,101,50,95
47513,101,66,33,68
47514,145,101,50,95
47515,75,46,23,52
47516,75,47,23,52
47517,75,46,23,52
47518,75,47,23,52
47519,75,46,23,52
47520,52,29,14,38
47521,83,52,26,57
47522,101,67,33,68
47523,101,66,33,68
47524,101,67,33,68
47525,101,66,33,68
47526,101,67,33,68
47527,101,66,33,68
47528,52,29,14,38
47529,176,124,62,114
47530,52,29,14,38
47531,282,206,103,179
47532,101,67,33,68
47533,101,66,33,68
47534,101,67,33,68
47535,101,66,33,68
47536,52,29,14,38
47537,52,28,14,38
47538,52,29,14,38
47539,52,28,14,38
47540,52,29,14,38
47541,52,28,14,38
47542,57,33,16,41
47543,57,32,16,41
47544,52,29,14,38
47545,52,28,14,38
47546,52,29,14,38
47547,127,86,43,84
47548,57,33,16,41
47549,57,32,16,41
47550,57,33,16,41
47551,114,76,38,76
47552,101,67,33,68
47553,57,32,16,41
47554,57,33,16,41
47555,57,32,16,41
47556,52,29,14,38
47557,52,28,14,38
47558,52,29,14,38
47559,57,32,16,41
47560,52,29,14,38
47561,101,66,33,68
47562,52,29,14,38
47563,52,28,14,38
47564,52,29,14,38
47565,52,28,14,38
47566,220,159,79,141
47567,220,158,79,141
47568,101,67,33,68
47569,52,28,14,38
47570,220,159,79,141
47571,220,158,79,141
47572,101,67,33,68
47573,101,66,33,68
47574,57,33,16,41
47575,57,32,16,41
47576,145,101,50,95
47577,145,100,50,95
47578,145,101,50,95
47579,163,114,57,106
47580,145,101,50,95
47581,145,100,50,95
47582,127,87,43,84
47583,127,86,43,84
47584,101,67,33,68
47585,101,66,33,68
47586,101,67,33,68
47587,101,66,33,68
47588,75,47,23,52
47589,75,46,23,52
47590,75,47,23,52
47591,127,86,43,84
47592,101,67,33,68
47593,127,86,43,84
47594,101,67,33,68
47595,127,86,43,84
47596,145,101,50,95
47597,145,100,50,95
47598,145,101,50,95
47599,127,86,43,84
47600,52,29,14,38
47601,101,66,33,68
47602,75,47,23,52
47603,75,46,23,52
47604,52,29,14,38
47605,52,28,14,38
47606,83,53,26,57
47607,83,52,26,57
47608,52,29,14,38
47609,127,86,43,84
47610,52,29,14,38
47611,52,28,14,38
47612,127,87,43,84
47613,127,86,43,84
47614,127,87,43,84
47615,220,158,79,141
47616,26,9,4,22
47617,127,86,43,84
47618,101,67,33,68
47619,101,66,33,68
47620,101,67,33,68
47621,101,66,33,68
47622,101,67,33,68
47623,52,28,14,38
47624,52,29,14,38
47625,101,66,33,68
47626,52,29,14,38
47627,101,66,33,68
47628,52,29,14,38
47629,52,28,14,38
47630,101,67,33,68
47631,101,66,33,68
47632,145,101,50,95
47633,52,28,14,38
47634,101,67,33,68
47635,101,66,33,68
47636,145,101,50,95
47637,145,100,50,95
47638,145,101,50,95
47639,145,100,50,95
47640,145,101,50,95
47641,145,100,50,95
47642,145,101,50,95
47643,101,66,33,68
47644,127,87,43,84
47645,127,86,43,84
47646,127,87,43,84
47647,75,46,23,52
47648,52,29,14,38
47649,127,86,43,84
47650,145,101,50,95
47651,145,100,50,95
47652,114,77,38,76
47653,114,76,38,76
47654,114,77,38,76
47655,127,86,43,84
47656,52,29,14,38
47657,127,86,43,84
47658,52,29,14,38
47659,145,100,50,95
47660,145,101,50,95
47661,145,100,50,95
47662,145,101,50,95
47663,75,46,23,52
47664,52,29,14,38
47665,101,66,33,68
47666,101,67,33,68
47667,101,66,33,68
47668,52,29,14,38
47669,52,28,14,38
47670,101,67,33,68
47671,101,66,33,68
47672,127,87,43,84
47673,127,86,43,84
47674,127,87,43,84
47675,127,86,43,84
47676,127,87,43,84
47677,127,86,43,84
47678,127,87,43,84
47679,127,86,43,84
47680,96,63,31,65
47681,52,28,14,38
47682,52,29,14,38
47683,52,28,14,38
47684,52,29,14,38
47685,52,28,14,38
47686,52,29,14,38
47687,158,110,55,103
47688,52,29,14,38
47689,145,100,50,95
47690,52,29,14,38
47691,52,28,14,38
47692,52,29,14,38
47693,52,28,14,38
47694,83,53,26,57
47695,83,52,26,57
47696,96,63,31,65
47697,158,110,55,103
47698,158,111,55,103
47699,158,110,55,103
47700,96,63,31,65
47701,96,62,31,65
47702,127,87,43,84
47703,127,86,43,84
47704,52,29,14,38
47705,127,86,43,84
47706,52,29,14,38
47707,127,86,43,84
47708,52,29,14,38
47709,52,28,14,38
47710,127,87,43,84
47711,127,86,43,84
47712,96,63,31,65
47713,127,86,43,84
47714,101,67,33,68
47715,101,66,33,68
47716,101,67,33,68
47717,101,66,33,68
47718,101,67,33,68
47719,127,86,43,84
47720,96,63,31,65
47721,127,86,43,84
47722,96,63,31,65
47723,52,28,14,38
47724,220,159,79,141
47725,220,158,79,141
47726,220,159,79,141
47727,220,158,79,141
47728,145,101,50,95
47729,96,62,31,65
47730,127,87,43,84
47731,127,86,43,84
47732,145,101,50,95
47733,145,100,50,95
47734,52,29,14,38
47735,52,28,14,38
47736,145,101,50,95
47737,101,66,33,68
47738,145,101,50,95
47739,145,100,50,95
47740,101,67,33,68
47741,101,66,33,68
47742,101,67,33,68
47743,220,158,79,141
47744,26,9,4,22
47745,101,66,33,68
47746,96,63,31,65
47747,96,62,31,65
47748,145,101,50,95
47749,145,100,50,95
47750,145,101,50,95
47751,145,100,50,95
47752,96,63,31,65
47753,145,100,50,95
47754,96,63,31,65
47755,145,100,50,95
47756,96,63,31,65
47757,96,62,31,65
47758,220,159,79,141
47759,220,158,79,141
47760,145,101,50,95
47761,101,66,33,68
47762,101,67,33,68
47763,101,66,33,68
47764,145,101,50,95
47765,145,100,50,95
47766,96,63,31,65
47767,96,62,31,65
47768,145,101,50,95
47769,101,66,33,68
47770,145,101,50,95
47771,189,134,67,122
47772,101,67,33,68
47773,101,66,33,68
47774,101,67,33,68
47775,101,66,33,68
47776,26,9,4,22
47777,132,90,45,87
47778,145,101,50,95
47779,145,100,50,95
47780,251,183,91,160
47781,251,182,91,160
47782,251,183,91,160
47783,75,46,23,52
47784,26,9,4,22
47785,251,182,91,160
47786,26,9,4,22
47787,101,66,33,68
47788,96,63,31,65
47789,96,62,31,65
47790,96,63,31,65
47791,96,62,31,65
47792,52,29,14,38
47793,52,28,14,38
47794,52,29,14,38
47795,52,28,14,38
47796,52,29,14,38
47797,52,28,14,38
47798,96,63,31,65
47799,96,62,31,65
47800,52,29,14,38
47801,52,28,14,38
47802,52,29,14,38
47803,96,62,31,65
47804,96,63,31,65
47805,96,62,31,65
47806,96,63,31,65
47807,145,100,50,95
47808,52,29,14,38
47809,52,28,14,38
47810,220,159,79,141
47811,220,158,79,141
47812,52,29,14,38
47813,52,28,14,38
47814,52,29,14,38
47815,220,158,79,141
47816,52,29,14,38
47817,52,28,14,38
47818,52,29,14,38
47819,233,168,84,149
47820,52,29,14,38
47821,52,28,14,38
47822,176,125,62,114
47823,176,124,62,114
47824,52,29,14,38
47825,145,100,50,95
47826,145,101,50,95
47827,145,100,50,95
47828,52,29,14,38
47829,52,28,14,38
47830,145,101,50,95
47831,145,100,50,95
47832,57,33,16,41
47833,52,28,14,38
47834,57,33,16,41
47835,114,76,38,76
47836,57,33,16,41
47837,57,32,16,41
47838,57,33,16,41
47839,57,32,16,41
47840,52,29,14,38
47841,176,124,62,114
47842,52,29,14,38
47843,52,28,14,38
47844,145,101,50,95
47845,145,100,50,95
47846,145,101,50,95
47847,176,124,62,114
47848,52,29,14,38
47849,57,32,16,41
47850,52,29,14,38
47851,176,124,62,114
47852,145,101,50,95
47853,145,100,50,95
47854,145,101,50,95
47855,189,134,67,122
47856,52,29,14,38
47857,52,28,14,38
47858,158,111,55,103
47859,158,110,55,103
47860,52,29,14,38
47861,52,28,14,38
47862,176,125,62,114
47863,176,124,62,114
47864,52,29,14,38
47865,176,124,62,114
47866,52,29,14,38
47867,158,110,55,103
47868,145,101,50,95
47869,145,100,50,95
47870,145,101,50,95
47871,158,110,55,103
47872,52,29,14,38
47873,96,62,31,65
47874,96,63,31,65
47875,96,62,31,65
47876,52,29,14,38
47877,52,28,14,38
47878,52,29,14,38
47879,57,32,16,41
47880,96,63,31,65
47881,220,158,79,141
47882,96,63,31,65
47883,96,62,31,65
47884,96,63,31,65
47885,96,62,31,65
47886,52,29,14,38
47887,52,28,14,38
47888,52,29,14,38
47889,96,62,31,65
47890,96,63,31,65
47891,96,62,31,65
47892,52,29,14,38
47893,52,28,14,38
47894,96,63,31,65
47895,96,62,31,65
47896,52,29,14,38
47897,96,62,31,65
47898,52,29,14,38
47899,96,62,31,65
47900,52,29,14,38
47901,52,28,14,38
47902,52,29,14,38
47903,220,158,79,141
47904,52,29,14,38
47905,145,100,50,95
47906,189,135,67,122
47907,189,134,67,122
47908,189,135,67,122
47909,189,134,67,122
47910,189,135,67,122
47911,189,134,67,122
47912,52,29,14,38
47913,189,134,67,122
47914,52,29,14,38
47915,96,62,31,65
47916,189,135,67,122
47917,189,134,67,122
47918,189,135,67,122
47919,96,62,31,65
47920,52,29,14,38
47921,189,134,67,122
47922,189,135,67,122
47923,189,134,67,122
47924,52,29,14,38
47925,52,28,14,38
47926,96,63,31,65
47927,96,62,31,65
47928,96,63,31,65
47929,96,62,31,65
47930,96,63,31,65
47931,96,62,31,65
47932,96,63,31,65
47933,96,62,31,65
47934,101,67,33,68
47935,101,66,33,68
47936,52,29,14,38
47937,52,28,14,38
47938,52,29,14,38
47939,52,28,14,38
47940,83,53,26,57
47941,83,52,26,57
47942,83,53,26,57
47943,189,134,67,122
47944,83,53,26,57
47945,145,100,50,95
47946,83,53,26,57
47947,83,52,26,57
47948,83,53,26,57
47949,83,52,26,57
47950,145,101,50,95
47951,145,100,50,95
47952,52,29,14,38
47953,145,100,50,95
47954,145,101,50,95
47955,145,100,50,95
47956,52,29,14,38
47957,52,28,14,38
47958,220,159,79,141
47959,220,158,79,141
47960,83,53,26,57
47961,83,52,26,57
47962,83,53,26,57
47963,189,134,67,122
47964,83,53,26,57
47965,83,52,26,57
47966,189,135,67,122
47967,189,134,67,122
47968,52,29,14,38
47969,96,62,31,65
47970,52,29,14,38
47971,52,28,14,38
47972,52,29,14,38
47973,52,28,14,38
47974,52,29,14,38
47975,158,110,55,103
47976,52,29,14,38
47977,145,100,50,95
47978,52,29,14,38
47979,83,52,26,57
47980,189,135,67,122
47981,189,134,67,122
47982,189,135,67,122
47983,220,158,79,141
47984,52,29,14,38
47985,52,28,14,38
47986,52,29,14,38
47987,52,28,14,38
47988,52,29,14,38
47989,52,28,14,38
47990,189,135,67,122
47991,189,134,67,122
47992,189,135,67,122
47993,96,62,31,65
47994,189,135,67,122
47995,251,182,91,160
47996,189,135,67,122
47997,189,134,67,122
47998,96,63,31,65
47999,96,62,31,65
48000,52,29,14,38
48001,220,158,79,141
48002,145,101,50,95
48003,145,100,50,95
48004,145,101,50,95
48005,145,100,50,95
48006,145,101,50,95
48007,145,100,50,95
48008,52,29,14,38
48009,101,66,33,68
48010,52,29,14,38
48011,181,128,64,117
48012,52,29,14,38
48013,52,28,14,38
48014,83,53,26,57
48015,83,52,26,57
48016,44,23,11,33
48017,83,52,26,57
48018,83,53,26,57
48019,83,52,26,57
48020,44,23,11,33
48021,44,22,11,33
48022,83,53,26,57
48023,83,52,26,57
48024,44,23,11,33
48025,83,52,26,57
48026,44,23,11,33
48027,83,52,26,57
48028,70,43,21,49
48029,70,42,21,49
48030,70,43,21,49
48031,70,42,21,49
48032,52,29,14,38
48033,70,42,21,49
48034,44,23,11,33
48035,44,22,11,33
48036,83,53,26,57
48037,83,52,26,57
48038,83,53,26,57
48039,70,42,21,49
48040,52,29,14,38
48041,251,182,91,160
48042,52,29,14,38
48043,96,62,31,65
48044,44,23,11,33
48045,44,22,11,33
48046,44,23,11,33
48047,44,22,11,33
48048,44,23,11,33
48049,44,22,11,33
48050,44,23,11,33
48051,44,22,11,33
48052,44,23,11,33
48053,44,22,11,33
48054,44,23,11,33
48055,44,22,11,33
48056,44,23,11,33
48057,44,22,11,33
48058,44,23,11,33
48059,44,22,11,33
48060,96,63,31,65
48061,96,62,31,65
48062,96,63,31,65
48063,96,62,31,65
48064,145,101,50,95
48065,70,42,21,49
48066,70,43,21,49
48067,70,42,21,49
48068,52,29,14,38
48069,52,28,14,38
48070,52,29,14,38
48071,70,42,21,49
48072,96,63,31,65
48073,83,52,26,57
48074,96,63,31,65
48075,96,62,31,65
48076,96,63,31,65
48077,96,62,31,65
48078,96,63,31,65
48079,96,62,31,65
48080,145,101,50,95
48081,96,62,31,65
48082,96,63,31,65
48083,96,62,31,65
48084,145,101,50,95
48085,145,100,50,95
48086,127,87,43,84
48087,127,86,43,84
48088,44,23,11,33
48089,52,28,14,38
48090,44,23,11,33
48091,96,62,31,65
48092,44,23,11,33
48093,44,22,11,33
48094,96,63,31,65
48095,96,62,31,65
48096,145,101,50,95
48097,181,128,64,117
48098,145,101,50,95
48099,145,100,50,95
48100,44,23,11,33
48101,44,22,11,33
48102,44,23,11,33
48103,44,22,11,33
48104,145,101,50,95
48105,96,62,31,65
48106,145,101,50,95
48107,83,52,26,57
48108,145,101,50,95
48109,145,100,50,95
48110,145,101,50,95
48111,70,42,21,49
48112,158,111,55,103
48113,145,100,50,95
48114,44,23,11,33
48115,44,22,11,33
48116,158,111,55,103
48117,158,110,55,103
48118,96,63,31,65
48119,96,62,31,65
48120,158,111,55,103
48121,127,86,43,84
48122,158,111,55,103
48123,70,42,21,49
48124,101,67,33,68
48125,101,66,33,68
48126,101,67,33,68
48127,101,66,33,68
48128,114,77,38,76
48129,145,100,50,95
48130,70,43,21,49
48131,70,42,21,49
48132,52,29,14,38
48133,52,28,14,38
48134,52,29,14,38
48135,70,42,21,49
48136,189,135,67,122
48137,70,42,21,49
48138,189,135,67,122
48139,52,28,14,38
48140,189,135,67,122
48141,189,134,67,122
48142,96,63,31,65
48143,96,62,31,65
48144,44,23,11,33
48145,189,134,67,122
48146,189,135,67,122
48147,189,134,67,122
48148,44,23,11,33
48149,44,22,11,33
48150,189,135,67,122
48151,189,134,67,122
48152,44,23,11,33
48153,101,66,33,68
48154,44,23,11,33
48155,101,66,33,68
48156,189,135,67,122
48157,189,134,67,122
48158,189,135,67,122
48159,189,134,67,122
48160,44,23,11,33
48161,189,134,67,122
48162,44,23,11,33
48163,44,22,11,33
48164,189,135,67,122
48165,189,134,67,122
48166,189,135,67,122
48167,189,134,67,122
48168,44,23,11,33
48169,189,134,67,122
48170,44,23,11,33
48171,52,28,14,38
48172,52,29,14,38
48173,52,28,14,38
48174,52,29,14,38
48175,145,100,50,95
48176,44,23,11,33
48177,52,28,14,38
48178,52,29,14,38
48179,52,28,14,38
48180,44,23,11,33
48181,44,22,11,33
48182,251,183,91,160
48183,251,182,91,160
48184,44,23,11,33
48185,83,52,26,57
48186,44,23,11,33
48187,83,52,26,57
48188,44,23,11,33
48189,44,22,11,33
48190,233,169,84,149
48191,233,168,84,149
48192,26,9,4,22
48193,96,62,31,65
48194,96,63,31,65
48195,96,62,31,65
48196,44,23,11,33
48197,44,22,11,33
48198,44,23,11,33
48199,96,62,31,65
48200,96,63,31,65
48201,189,134,67,122
48202,96,63,31,65
48203,44,22,11,33
48204,96,63,31,65
48205,96,62,31,65
48206,44,23,11,33
48207,44,22,11,33
48208,26,9,4,22
48209,96,62,31,65
48210,189,135,67,122
48211,189,134,67,122
48212,26,9,4,22
48213,26,8,4,22
48214,44,23,11,33
48215,44,22,11,33
48216,189,135,67,122
48217,96,62,31,65
48218,189,135,67,122
48219,127,86,43,84
48220,189,135,67,122
48221,189,134,67,122
48222,127,87,43,84
48223,127,86,43,84
48224,26,9,4,22
48225,96,62,31,65
48226,189,135,67,122
48227,189,134,67,122
48228,189,135,67,122
48229,189,134,67,122
48230,189,135,67,122
48231,127,86,43,84
48232,26,9,4,22
48233,96,62,31,65
48234,26,9,4,22
48235,132,90,45,87
48236,189,135,67,122
48237,189,134,67,122
48238,189,135,67,122
48239,70,42,21,49
48240,96,63,31,65
48241,26,8,4,22
48242,145,101,50,95
48243,145,100,50,95
48244,96,63,31,65
48245,96,62,31,65
48246,44,23,11,33
48247,44,22,11,33
48248,96,63,31,65
48249,145,100,50,95
48250,96,63,31,65
48251,44,22,11,33
48252,145,101,50,95
48253,145,100,50,95
48254,145,101,50,95
48255,189,134,67,122
48256,70,43,21,49
48257,44,22,11,33
48258,52,29,14,38
48259,52,28,14,38
48260,52,29,14,38
48261,52,28,14,38
48262,52,29,14,38
48263,96,62,31,65
48264,44,23,11,33
48265,189,134,67,122
48266,44,23,11,33
48267,96,62,31,65
48268,44,23,11,33
48269,44,22,11,33
48270,158,111,55,103
48271,158,110,55,103
48272,44,23,11,33
48273,96,62,31,65
48274,96,63,31,65
48275,96,62,31,65
48276,44,23,11,33
48277,44,22,11,33
48278,44,23,11,33
48279,44,22,11,33
48280,44,23,11,33
48281,44,22,11,33
48282,44,23,11,33
48283,96,62,31,65
48284,44,23,11,33
48285,44,22,11,33
48286,44,23,11,33
48287,145,100,50,95
48288,70,43,21,49
48289,44,22,11,33
48290,44,23,11,33
48291,44,22,11,33
48292,44,23,11,33
48293,44,22,11,33
48294,44,23,11,33
48295,158,110,55,103
48296,70,43,21,49
48297,44,22,11,33
48298,70,43,21,49
48299,44,22,11,33
48300,44,23,11,33
48301,44,22,11,33
48302,44,23,11,33
48303,96,62,31,65
48304,70,43,21,49
48305,83,52,26,57
48306,83,53,26,57
48307,83,52,26,57
48308,70,43,21,49
48309,70,42,21,49
48310,83,53,26,57
48311,83,52,26,57
48312,70,43,21,49
48313,83,52,26,57
48314,70,43,21,49
48315,207,148,74,133
48316,44,23,11,33
48317,44,22,11,33
48318,44,23,11,33
48319,220,158,79,141
48320,70,43,21,49
48321,44,22,11,33
48322,44,23,11,33
48323,44,22,11,33
48324,70,43,21,49
48325,70,42,21,49
48326,70,43,21,49
48327,83,52,26,57
48328,70,43,21,49
48329,189,134,67,122
48330,70,43,21,49
48331,189,134,67,122
48332,70,43,21,49
48333,70,42,21,49
48334,145,101,50,95
48335,145,100,50,95
48336,70,43,21,49
48337,96,62,31,65
48338,96,63,31,65
48339,96,62,31,65
48340,70,43,21,49
48341,70,42,21,49
48342,96,63,31,65
48343,96,62,31,65
48344,127,87,43,84
48345,127,86,43,84
48346,127,87,43,84
48347,127,86,43,84
48348,127,87,43,84
48349,127,86,43,84
48350,83,53,26,57
48351,83,52,26,57
48352,96,63,31,65
48353,127,86,43,84
48354,70,43,21,49
48355,70,42,21,49
48356,52,29,14,38
48357,52,28,14,38
48358,52,29,14,38
48359,127,86,43,84
48360,96,63,31,65
48361,189,134,67,122
48362,96,63,31,65
48363,158,110,55,103
48364,96,63,31,65
48365,96,62,31,65
48366,96,63,31,65
48367,189,134,67,122
48368,96,63,31,65
48369,96,62,31,65
48370,189,135,67,122
48371,189,134,67,122
48372,96,63,31,65
48373,96,62,31,65
48374,96,63,31,65
48375,96,62,31,65
48376,96,63,31,65
48377,96,62,31,65
48378,96,63,31,65
48379,189,134,67,122
48380,96,63,31,65
48381,96,62,31,65
48382,189,135,67,122
48383,189,134,67,122
48384,114,77,38,76
48385,96,62,31,65
48386,96,63,31,65
48387,96,62,31,65
48388,70,43,21,49
48389,70,42,21,49
48390,70,43,21,49
48391,176,124,62,114
48392,70,43,21,49
48393,96,62,31,65
48394,70,43,21,49
48395,96,62,31,65
48396,70,43,21,49
48397,70,42,21,49
48398,96,63,31,65
48399,96,62,31,65
48400,70,43,21,49
48401,70,42,21,49
48402,189,135,67,122
48403,189,134,67,122
48404,70,43,21,49
48405,70,42,21,49
48406,70,43,21,49
48407,70,42,21,49
48408,70,43,21,49
48409,96,62,31,65
48410,70,43,21,49
48411,83,52,26,57
48412,189,135,67,122
48413,189,134,67,122
48414,189,135,67,122
48415,189,134,67,122
48416,70,43,21,49
48417,189,134,67,122
48418,189,135,67,122
48419,189,134,67,122
48420,189,135,67,122
48421,189,134,67,122
48422,189,135,67,122
48423,52,28,14,38
48424,70,43,21,49
48425,101,66,33,68
48426,70,43,21,49
48427,158,110,55,103
48428,70,43,21,49
48429,70,42,21,49
48430,70,43,21,49
48431,83,52,26,57
48432,70,43,21,49
48433,101,66,33,68
48434,101,67,33,68
48435,101,66,33,68
48436,70,43,21,49
48437,70,42,21,49
48438,220,159,79,141
48439,220,158,79,141
48440,96,63,31,65
48441,158,110,55,103
48442,96,63,31,65
48443,70,42,21,49
48444,96,63,31,65
48445,96,62,31,65
48446,101,67,33,68
48447,101,66,33,68
48448,114,77,38,76
48449,70,42,21,49
48450,70,43,21,49
48451,70,42,21,49
48452,70,43,21,49
48453,70,42,21,49
48454,70,43,21,49
48455,96,62,31,65
48456,189,135,67,122
48457,158,110,55,103
48458,189,135,67,122
48459,70,42,21,49
48460,189,135,67,122
48461,189,134,67,122
48462,70,43,21,49
48463,70,42,21,49
48464,114,77,38,76
48465,189,134,67,122
48466,101,67,33,68
48467,101,66,33,68
48468,114,77,38,76
48469,114,76,38,76
48470,251,183,91,160
48471,251,182,91,160
48472,145,101,50,95
48473,70,42,21,49
48474,145,101,50,95
48475,251,182,91,160
48476,145,101,50,95
48477,145,100,50,95
48478,189,135,67,122
48479,189,134,67,122
48480,145,101,50,95
48481,70,42,21,49
48482,145,101,50,95
48483,145,100,50,95
48484,145,101,50,95
48485,145,100,50,95
48486,145,101,50,95
48487,189,134,67,122
48488,145,101,50,95
48489,145,100,50,95
48490,145,101,50,95
48491,83,52,26,57
48492,83,53,26,57
48493,83,52,26,57
48494,83,53,26,57
48495,145,100,50,95
48496,145,101,50,95
48497,145,100,50,95
48498,70,43,21,49
48499,70,42,21,49
48500,145,101,50,95
48501,145,100,50,95
48502,70,43,21,49
48503,70,42,21,49
48504,145,101,50,95
48505,145,100,50,95
48506,145,101,50,95
48507,70,42,21,49
48508,145,101,50,95
48509,145,100,50,95
48510,83,53,26,57
48511,83,52,26,57
48512,65,39,19,46
48513,189,134,67,122
48514,145,101,50,95
48515,145,100,50,95
48516,127,87,43,84
48517,127,86,43,84
48518,127,87,43,84
48519,145,100,50,95
48520,26,9,4,22
48521,145,100,50,95
48522,26,9,4,22
48523,127,86,43,84
48524,26,9,4,22
48525,26,8,4,22
48526,145,101,50,95
48527,145,100,50,95
48528,26,9,4,22
48529,127,86,43,84
48530,127,87,43,84
48531,127,86,43,84
48532,26,9,4,22
48533,26,8,4,22
48534,127,87,43,84
48535,127,86,43,84
48536,26,9,4,22
48537,127,86,43,84
48538,26,9,4,22
48539,189,134,67,122
48540,251,183,91,160
48541,251,182,91,160
48542,251,183,91,160
48543,127,86,43,84
48544,65,39,19,46
48545,189,134,67,122
48546,189,135,67,122
48547,189,134,67,122
48548,189,135,67,122
48549,189,134,67,122
48550,189,135,67,122
48551,189,134,67,122
48552,65,39,19,46
48553,189,134,67,122
48554,65,39,19,46
48555,189,134,67,122
48556,52,29,14,38
48557,52,28,14,38
48558,52,29,14,38
48559,127,86,43,84
48560,158,111,55,103
48561,158,110,55,103
48562,158,111,55,103
48563,158,110,55,103
48564,158,111,55,103
48565,158,110,55,103
48566,189,135,67,122
48567,189,134,67,122
48568,158,111,55,103
48569,158,110,55,103
48570,158,111,55,103
48571,52,28,14,38
48572,114,77,38,76
48573,114,76,38,76
48574,114,77,38,76
48575,96,62,31,65
48576,65,39,19,46
48577,52,28,14,38
48578,52,29,14,38
48579,52,28,14,38
48580,65,39,19,46
48581,65,38,19,46
48582,65,39,19,46
48583,70,42,21,49
48584,65,39,19,46
48585,158,110,55,103
48586,65,39,19,46
48587,70,42,21,49
48588,65,39,19,46
48589,65,38,19,46
48590,189,135,67,122
48591,189,134,67,122
48592,65,39,19,46
48593,65,38,19,46
48594,70,43,21,49
48595,70,42,21,49
48596,65,39,19,46
48597,65,38,19,46
48598,158,111,55,103
48599,158,110,55,103
48600,65,39,19,46
48601,65,38,19,46
48602,65,39,19,46
48603,70,42,21,49
48604,65,39,19,46
48605,65,38,19,46
48606,189,135,67,122
48607,189,134,67,122
48608,158,111,55,103
48609,127,86,43,84
48610,65,39,19,46
48611,65,38,19,46
48612,158,111,55,103
48613,158,110,55,103
48614,158,111,55,103
48615,70,42,21,49
48616,158,111,55,103
48617,127,86,43,84
48618,158,111,55,103
48619,189,134,67,122
48620,189,135,67,122
48621,189,134,67,122
48622,189,135,67,122
48623,264,192,96,168
48624,158,111,55,103
48625,158,110,55,103
48626,65,39,19,46
48627,65,38,19,46
48628,158,111,55,103
48629,158,110,55,103
